age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost
22,42765.0,Bachelor,Suburban,23.4,146.4,SUV,5.3,189.0,4.7,11.0,0,0.27,6.8,5.2,8.5,2.8,4.5,7.8,0,Medium,144.2,38.6
49,25402.0,High School,Urban,30.9,200.5,Hatchback,3.6,197.3,7.2,0.5,1,0.25,5.7,6.6,5.4,6.6,5.4,5.2,0,Medium,148.5,36.8
30,40791.0,Master,Urban,36.0,202.2,Hatchback,4.5,344.7,5.6,10.3,1,0.22,8.0,7.6,8.0,3.3,3.4,4.9,0,High,179.2,38.9
51,37166.0,Bachelor,Rural,58.3,359.2,SUV,8.6,511.4,8.8,16.3,0,0.22,4.3,8.8,5.3,4.1,5.5,4.3,0,Low,235.2,51.2
62,41540.0,Bachelor,Rural,54.3,380.1,Sedan,5.4,436.5,1.7,7.7,0,0.09,9.7,4.8,5.9,2.5,7.6,5.8,0,Medium,271.2,24.2
30,14678.0,Bachelor,Urban,32.2,163.6,SUV,4.1,337.6,7.9,0.5,0,0.25,5.3,5.7,6.5,7.9,4.5,5.7,0,Medium,168.8,42.4
51,21462.0,Bachelor,Urban,33.1,264.9,Sedan,10.6,241.3,8.7,7.1,1,0.35,5.1,8.5,6.1,5.7,3.8,5.3,0,High,172.4,59.8
66,50923.0,Master,Suburban,23.5,163.4,Sedan,4.7,237.6,7.5,6.2,1,0.12,8.2,7.5,9.3,3.1,7.3,8.1,0,High,101.9,12.3
27,15491.0,Master,Suburban,17.6,137.4,Hatchback,1.8,113.3,6.3,17.5,1,0.1,7.4,5.8,5.6,7.5,4.2,6.6,0,Medium,135.9,14.2
32,47551.0,Bachelor,Rural,23.9,129.4,Hatchback,9.9,218.5,4.4,2.6,0,0.13,7.5,6.1,9.1,2.4,4.3,7.5,0,High,110.8,14.5
55,35168.0,Bachelor,Suburban,12.3,66.4,SUV,9.0,126.4,4.5,10.9,1,0.12,7.4,6.4,4.7,9.5,4.1,6.8,0,Medium,60.1,7.3
44,18838.0,Bachelor,Suburban,13.8,101.6,Sedan,8.1,125.2,6.9,11.9,1,0.31,7.4,2.2,5.5,7.2,3.6,5.8,0,Medium,91.4,28.7
52,14124.0,PhD,Rural,17.5,120.5,Hatchback,3.7,211.1,8.6,10.3,1,0.3,5.3,6.2,3.6,8.8,8.1,5.5,0,Low,85.9,26.1
21,81255.0,Master,Urban,28.9,174.9,SUV,2.9,214.5,7.5,6.7,0,0.29,7.7,3.2,9.4,4.2,5.8,9.8,0,High,172.2,50.4
58,90136.0,Bachelor,Suburban,23.0,180.0,SUV,6.3,156.6,4.5,12.2,1,0.22,7.2,6.7,9.6,2.8,3.7,9.5,0,High,124.9,27.5
27,40253.0,High School,Rural,35.9,241.2,Hatchback,5.1,307.7,7.2,4.9,0,0.19,5.8,8.6,2.0,8.4,1.0,3.2,0,Medium,148.6,28.2
57,48098.0,Master,Urban,63.9,339.4,Sedan,0.9,598.2,6.7,3.9,0,0.33,7.3,10.0,4.1,5.4,5.0,5.4,0,High,222.6,72.4
60,30332.0,Bachelor,Urban,33.2,223.9,SUV,7.2,229.4,2.6,9.3,0,0.2,6.2,6.6,4.3,7.0,3.8,6.0,0,Medium,198.1,38.8
25,49067.0,Master,Rural,36.8,221.7,SUV,3.2,316.6,4.0,14.4,1,0.21,7.8,1.5,7.3,5.2,3.4,8.3,0,High,133.8,27.8
65,39287.0,Bachelor,Rural,46.7,286.4,SUV,10.6,428.1,4.7,11.3,0,0.2,4.6,4.9,2.3,8.5,4.6,2.6,0,Low,208.8,42.4
54,30292.0,High School,Urban,41.4,213.8,Sedan,4.5,367.4,9.0,0.5,1,0.08,2.6,5.7,3.7,8.9,4.9,4.3,1,Medium,152.1,12.5
59,17346.0,Bachelor,Urban,16.2,129.4,Hatchback,4.4,160.9,9.2,0.5,1,0.08,6.4,6.2,5.9,10.0,5.9,4.6,0,Medium,114.5,9.3
38,33504.0,Bachelor,Rural,30.0,154.9,Sedan,7.3,347.5,2.8,15.7,1,0.11,8.0,7.7,7.9,3.7,2.8,5.5,1,High,147.3,15.8
32,17978.0,Master,Urban,34.9,256.6,Hatchback,2.1,343.9,10.0,6.3,1,0.2,3.9,6.3,5.3,6.3,6.8,3.4,0,Medium,236.0,47.2
52,33118.0,High School,Suburban,42.9,295.7,SUV,8.6,360.5,5.5,7.7,0,0.3,8.2,4.8,5.8,2.8,5.3,7.3,0,High,179.1,52.9
49,50067.0,High School,Suburban,27.1,210.9,SUV,10.9,206.1,7.3,12.4,0,0.2,6.1,3.8,6.1,7.9,8.4,3.2,0,Low,151.8,30.6
39,29024.0,Bachelor,Urban,28.4,176.7,Sedan,2.5,270.9,2.0,0.5,0,0.34,7.8,2.8,6.5,6.6,5.0,8.2,0,Medium,157.8,53.8
35,94948.0,Bachelor,Rural,19.3,124.6,SUV,10.1,100.6,6.1,4.6,0,0.13,7.2,3.8,6.7,5.8,7.5,7.7,0,Medium,79.5,10.1
24,15948.0,High School,Rural,38.5,224.8,Hatchback,3.6,304.5,7.2,11.6,0,0.24,3.3,6.2,3.7,8.2,4.5,2.2,0,Low,145.1,34.3
40,27538.0,Master,Urban,40.8,212.3,Hatchback,11.8,383.5,6.6,6.3,1,0.22,8.5,2.2,9.6,5.4,3.2,8.0,0,High,154.5,34.2
28,15584.0,Bachelor,Rural,40.9,243.9,SUV,4.2,351.5,5.4,11.9,1,0.2,9.6,3.5,6.7,2.8,1.8,8.4,0,High,204.7,40.0
68,28766.0,Master,Urban,48.6,294.1,SUV,6.1,416.0,6.4,3.3,0,0.14,3.7,6.8,4.8,8.6,1.1,4.0,0,Low,210.7,30.0
26,72840.0,Master,Urban,34.8,257.4,SUV,9.3,294.0,6.4,4.6,0,0.26,8.5,9.5,8.9,2.9,4.0,9.3,0,High,252.0,64.4
48,49012.0,Bachelor,Urban,59.8,402.9,Sedan,5.4,470.7,5.4,3.3,1,0.18,7.5,6.2,9.2,3.9,4.6,7.2,0,High,330.0,58.7
41,37843.0,Bachelor,Suburban,6.2,46.2,SUV,2.3,-15.5,3.9,7.9,0,0.17,5.4,9.3,6.3,8.0,5.5,4.7,0,Low,28.0,4.8
34,20147.0,Bachelor,Suburban,19.4,144.0,Sedan,6.7,166.5,5.3,10.7,1,0.11,4.4,1.4,4.3,7.4,5.5,1.9,0,Low,94.1,10.5
36,150077.0,Bachelor,Suburban,48.7,344.4,SUV,2.1,404.6,5.9,0.7,1,0.1,7.6,7.8,9.5,4.2,6.7,9.1,0,High,211.4,20.9
51,28500.0,Master,Urban,34.2,174.5,Sedan,13.6,225.2,10.0,5.6,0,0.22,4.7,6.6,3.1,6.5,7.9,3.9,1,Medium,126.3,28.2
35,20900.0,Bachelor,Urban,47.9,366.0,Hatchback,5.0,425.3,3.4,1.7,1,0.29,3.2,4.2,5.6,7.9,4.1,5.5,0,Low,359.4,105.4
31,98982.0,Master,Suburban,16.5,124.6,SUV,5.8,197.4,8.8,14.1,0,0.23,6.2,7.9,5.8,5.8,6.3,7.1,0,Medium,78.1,17.7
35,64894.0,Master,Urban,33.0,201.9,SUV,3.4,342.3,8.2,7.1,1,0.22,7.9,4.0,8.4,6.0,5.3,8.0,0,High,198.5,44.6
27,71684.0,PhD,Urban,31.3,202.9,Sedan,6.5,357.3,4.7,2.3,1,0.1,9.8,6.5,8.8,4.4,4.0,9.9,0,High,177.0,17.2
54,57566.0,Master,Urban,12.4,74.1,Truck,6.1,71.2,8.7,5.9,0,0.21,7.9,6.5,9.0,4.0,6.5,6.9,0,High,52.1,11.0
45,58396.0,Master,Urban,49.7,309.9,Hatchback,7.4,456.9,8.0,2.2,1,0.19,8.3,7.9,8.0,4.2,5.5,7.4,0,High,191.8,35.9
44,33450.0,High School,Urban,43.3,318.1,Hatchback,7.3,402.0,8.1,1.4,1,0.11,8.3,7.8,9.1,3.8,3.7,8.4,0,High,195.6,22.3
51,35050.0,High School,Urban,55.3,307.6,Sedan,4.9,421.4,8.2,9.6,1,0.19,5.0,5.3,4.6,4.1,2.6,5.2,0,High,279.9,52.0
52,56445.0,High School,Suburban,45.2,255.1,Truck,5.7,405.1,2.7,15.7,1,0.16,5.6,7.6,8.4,3.7,3.2,7.9,0,High,260.8,40.5
29,54162.0,High School,Rural,40.7,281.0,Hatchback,7.5,289.2,6.9,14.6,1,0.27,7.3,5.1,7.4,4.2,3.7,6.4,0,High,179.0,48.5
50,20066.0,High School,Suburban,31.7,220.0,Sedan,6.8,236.1,7.8,5.3,1,0.11,7.3,8.1,4.7,8.5,5.7,5.2,0,Medium,134.3,15.2
23,32146.0,Master,Urban,63.1,504.7,SUV,3.8,640.2,3.2,0.5,1,0.2,4.9,2.3,7.0,4.1,7.2,6.2,0,Low,416.9,85.3
42,102421.0,Bachelor,Rural,53.1,350.2,Hatchback,5.4,556.5,5.0,12.0,0,0.21,4.5,9.7,6.9,8.3,2.0,5.1,0,Low,293.3,62.5
24,54049.0,Bachelor,Rural,28.3,198.1,Truck,8.1,278.8,6.5,6.6,0,0.31,6.0,5.4,8.5,5.9,2.7,5.8,0,High,202.0,62.4
59,76608.0,Master,Suburban,17.1,113.9,Sedan,3.4,173.9,8.0,13.2,0,0.19,9.7,6.9,9.2,4.4,1.5,8.8,0,High,88.4,17.1
35,43136.0,High School,Suburban,19.4,116.8,Sedan,5.5,133.8,3.8,13.0,1,0.17,7.7,10.0,9.8,2.3,4.6,8.4,0,High,94.2,16.2
21,33201.0,Master,Urban,35.5,281.9,SUV,4.1,297.9,5.4,3.4,1,0.33,8.3,6.6,5.2,2.0,6.4,7.4,0,High,175.5,58.6
67,28478.0,Master,Urban,26.2,154.9,Hatchback,5.8,211.6,9.6,3.6,0,0.28,7.3,6.6,6.7,4.9,4.2,6.8,0,High,144.4,41.0
33,45524.0,High School,Rural,61.4,364.7,SUV,4.4,515.3,6.0,9.5,0,0.11,9.9,6.4,6.1,4.0,1.0,5.7,0,High,352.5,39.1
45,44235.0,Bachelor,Urban,5.6,30.6,Sedan,8.7,36.2,7.1,6.2,0,0.1,9.8,6.9,8.3,5.4,5.1,9.5,1,High,23.3,2.3
48,30383.0,Bachelor,Suburban,29.8,164.6,Hatchback,0.0,206.9,4.8,12.2,1,0.3,6.4,4.1,4.9,5.8,5.9,5.1,0,Low,113.6,34.5
57,26960.0,High School,Rural,19.3,146.7,Hatchback,7.2,191.6,4.1,8.8,1,0.34,9.0,6.6,8.2,2.6,3.6,7.8,0,High,133.4,44.8
46,61674.0,Bachelor,Urban,33.5,189.7,Sedan,0.4,290.1,6.8,7.5,1,0.17,3.3,5.0,3.3,7.3,4.6,4.6,0,Low,155.5,26.4
60,50579.0,Bachelor,Urban,21.5,128.0,SUV,2.3,154.4,8.4,5.0,1,0.09,9.3,9.0,8.4,3.6,6.8,9.2,0,High,102.3,9.6
25,43123.0,Bachelor,Urban,28.6,210.7,Sedan,6.9,231.1,6.6,1.5,0,0.29,8.3,9.3,8.6,5.7,3.6,8.8,0,High,143.4,42.2
49,47443.0,Bachelor,Suburban,67.4,506.5,Hatchback,4.6,608.8,5.3,5.7,0,0.33,7.7,7.5,8.0,2.7,2.9,6.5,1,High,514.2,170.6
53,19507.0,Bachelor,Urban,52.6,307.8,Hatchback,5.3,445.2,5.6,3.1,1,0.31,3.8,4.2,5.8,8.4,7.1,3.9,1,Low,206.5,64.5
35,64151.0,Master,Suburban,16.0,118.4,Truck,8.3,178.2,4.5,6.7,0,0.29,6.8,7.0,7.5,5.9,7.0,4.8,0,Medium,100.3,29.4
43,24920.0,High School,Rural,47.6,263.6,SUV,3.7,389.0,2.5,9.5,1,0.26,3.7,7.6,4.4,6.3,6.2,5.4,1,Low,177.4,45.5
23,42901.0,Master,Suburban,58.7,387.2,SUV,3.3,506.8,3.3,17.7,1,0.12,5.2,5.7,6.7,4.9,2.5,7.3,0,High,298.7,35.5
21,66026.0,Master,Urban,30.5,176.8,Truck,6.0,310.4,5.2,4.9,1,0.28,7.8,4.1,4.7,9.5,2.1,6.0,0,Medium,161.1,44.4
40,33407.0,Master,Urban,53.9,423.5,SUV,6.6,487.1,6.4,2.3,1,0.18,4.3,9.3,5.0,4.2,5.7,4.4,0,Medium,360.4,63.4
54,49556.0,Master,Rural,36.6,253.9,Sedan,6.2,257.2,5.5,1.8,1,0.13,9.6,4.1,9.3,6.0,6.2,8.5,0,High,194.3,24.9
38,37540.0,Master,Urban,31.2,204.2,SUV,9.5,209.5,10.0,4.6,1,0.13,6.2,10.0,5.5,9.1,3.2,3.0,0,Medium,157.6,20.6
27,54130.0,Master,Urban,39.6,296.8,Sedan,4.9,255.8,4.6,0.5,0,0.26,7.4,8.2,8.7,6.0,8.8,8.0,0,High,248.1,64.5
53,23875.0,Bachelor,Rural,36.1,267.5,SUV,11.4,297.0,5.2,5.9,1,0.26,6.2,7.1,8.8,5.6,7.9,7.0,0,Medium,192.6,49.9
45,27587.0,Master,Urban,32.0,198.4,Hatchback,5.3,294.6,7.8,2.0,1,0.16,6.4,3.2,6.3,7.4,4.0,6.6,0,Medium,199.4,31.8
68,55310.0,Bachelor,Urban,25.6,161.0,Sedan,2.6,161.1,8.8,7.8,0,0.14,5.3,7.3,6.8,4.9,8.6,5.4,0,Medium,120.6,17.0
32,40007.0,High School,Suburban,57.6,390.5,Sedan,1.9,458.5,6.1,15.4,0,0.16,9.1,3.5,6.8,2.4,3.9,8.7,1,High,269.2,43.0
32,52316.0,Master,Suburban,34.1,190.8,Truck,0.0,314.7,2.9,11.2,1,0.21,9.6,8.4,6.0,3.6,5.7,7.3,0,High,174.8,36.6
41,45479.0,Bachelor,Suburban,26.5,141.6,Hatchback,1.2,261.6,5.9,11.1,1,0.34,5.8,9.5,4.9,6.7,4.0,6.4,0,High,94.4,32.4
49,30565.0,Master,Rural,59.0,438.8,Sedan,6.1,479.3,8.9,3.6,1,0.18,3.9,6.3,5.2,9.7,6.0,5.1,1,Medium,446.5,79.9
45,25603.0,Master,Suburban,24.1,158.3,Hatchback,5.1,254.1,3.5,7.5,0,0.19,6.8,4.5,6.8,7.6,4.5,7.2,1,High,135.9,25.8
52,32344.0,Bachelor,Suburban,19.6,143.8,Sedan,6.3,194.8,1.2,8.8,0,0.14,6.9,5.9,8.4,2.9,6.9,7.2,1,High,125.8,17.6
42,30180.0,High School,Suburban,54.0,339.7,Hatchback,11.0,515.0,5.7,14.0,0,0.22,6.6,5.8,5.5,6.3,4.8,5.8,0,Medium,248.7,54.8
65,48437.0,Master,Suburban,34.4,206.0,SUV,6.0,257.4,3.2,12.7,1,0.27,6.4,5.9,9.6,2.3,1.2,8.0,0,High,211.4,57.4
26,23029.0,Bachelor,Urban,39.1,295.7,SUV,8.8,442.2,8.5,0.5,0,0.34,4.2,3.5,5.6,9.9,9.0,5.1,1,Low,283.4,95.3
53,22800.0,High School,Urban,25.1,152.6,Hatchback,11.9,131.7,8.5,6.6,0,0.1,7.6,7.9,9.3,3.4,2.5,9.2,0,High,146.5,14.6
65,24908.0,High School,Urban,22.8,161.9,SUV,6.0,213.8,5.3,5.4,0,0.23,7.9,6.3,5.8,6.8,1.5,7.1,0,High,139.4,32.7
63,46184.0,Master,Suburban,42.9,236.6,SUV,1.8,371.2,5.7,6.2,0,0.28,4.0,4.8,4.0,9.7,3.2,4.8,0,Low,202.9,56.1
47,23267.0,High School,Rural,5.0,25.5,SUV,3.6,47.4,5.4,10.1,1,0.17,7.4,3.1,9.5,5.0,3.6,8.9,0,High,24.0,4.1
53,54767.0,Bachelor,Urban,30.0,235.4,SUV,7.6,236.8,9.6,0.5,0,0.21,9.0,5.7,7.3,3.0,7.1,7.2,0,High,237.2,50.5
61,23099.0,Bachelor,Rural,21.3,169.6,Truck,7.6,177.0,7.0,5.5,0,0.21,3.3,6.4,5.1,6.5,3.8,5.5,0,Medium,133.3,28.2
45,67525.0,Bachelor,Urban,41.5,310.7,Sedan,7.0,331.8,5.8,0.5,1,0.15,9.7,3.0,8.5,3.5,10.0,6.6,1,High,251.1,37.7
31,33170.0,Master,Urban,31.9,198.8,Sedan,2.3,328.4,8.6,1.7,1,0.12,9.6,4.7,7.1,2.7,5.8,8.4,0,High,122.7,14.6
33,82131.0,Master,Suburban,66.0,517.4,Hatchback,4.9,584.6,2.6,14.7,1,0.19,6.9,7.7,8.4,5.0,3.2,6.5,0,Medium,360.5,68.3
22,40300.0,Bachelor,Rural,31.0,180.6,Truck,7.7,346.3,3.8,7.5,1,0.34,8.5,3.1,9.7,3.2,2.3,10.0,0,High,130.8,44.7
46,39973.0,Bachelor,Rural,39.5,279.3,SUV,8.5,378.8,4.7,11.4,1,0.3,6.2,7.5,9.6,4.0,5.7,7.5,0,High,266.9,80.8
47,28119.0,Master,Suburban,30.4,159.2,Hatchback,3.1,298.3,5.8,11.1,1,0.3,3.2,6.1,5.7,8.1,6.3,3.4,0,Low,102.3,30.7
62,36465.0,High School,Urban,65.5,335.0,Truck,4.6,567.5,5.3,4.1,1,0.18,6.1,2.5,3.4,6.6,1.8,3.6,0,Low,320.6,56.6
49,36590.0,Master,Urban,18.7,119.2,Sedan,1.2,160.6,5.4,0.6,0,0.26,3.9,8.5,3.2,9.9,3.7,3.9,0,Low,81.8,21.6
23,12829.0,Bachelor,Rural,28.0,142.6,Sedan,12.8,222.6,5.2,12.3,0,0.17,4.9,8.3,5.8,7.8,5.3,6.5,0,Medium,89.6,15.0
33,44865.0,Master,Suburban,43.8,347.5,Hatchback,1.9,348.7,3.3,3.5,1,0.29,8.2,4.1,6.7,4.8,6.8,7.2,0,Medium,247.4,71.7
68,62492.0,Bachelor,Rural,16.2,88.1,Sedan,10.7,112.8,2.0,15.8,1,0.26,4.9,5.0,5.9,5.1,4.2,3.6,0,Low,54.2,14.2
31,24566.0,Bachelor,Rural,20.7,144.8,SUV,8.6,176.5,8.9,6.4,1,0.22,8.8,5.1,6.2,4.5,6.5,7.5,0,High,87.3,19.1
49,62690.0,Bachelor,Urban,41.1,311.9,SUV,5.3,393.9,4.8,1.7,0,0.34,8.5,6.9,8.3,3.8,7.5,7.0,1,High,282.3,95.9
31,66349.0,High School,Rural,32.4,230.0,Truck,7.1,220.6,6.4,14.9,1,0.12,7.7,8.6,8.7,5.8,4.9,6.6,0,High,198.9,24.5
59,22774.0,Master,Suburban,28.4,142.1,SUV,4.5,292.1,7.2,12.7,1,0.15,9.4,10.0,7.2,4.4,2.4,7.3,0,High,144.2,21.0
63,30503.0,Bachelor,Urban,26.8,135.7,Truck,3.7,214.5,7.6,3.9,0,0.27,5.8,7.3,5.6,9.2,2.5,6.2,1,High,110.5,30.1
26,58530.0,Bachelor,Urban,52.8,412.7,Sedan,8.9,369.5,7.2,2.4,1,0.18,6.3,6.7,8.8,2.9,1.0,7.5,0,High,249.0,45.1
69,35468.0,Master,Suburban,17.4,126.5,SUV,2.7,141.9,2.4,2.1,1,0.1,6.1,8.2,7.9,2.3,1.0,6.9,0,High,97.0,9.8
47,21297.0,Bachelor,Suburban,38.0,239.7,SUV,8.4,270.7,6.7,14.3,1,0.29,8.9,9.0,7.1,4.2,5.2,10.0,0,High,245.0,71.2
52,26210.0,Bachelor,Suburban,39.2,206.2,SUV,10.1,365.3,7.2,10.6,1,0.2,6.2,8.0,6.3,4.8,3.8,5.0,0,High,205.8,41.0
46,51112.0,Bachelor,Suburban,28.2,185.7,Truck,6.6,254.6,9.1,9.3,0,0.31,4.0,8.8,2.9,8.5,3.8,5.1,0,Low,162.2,50.9
61,18132.0,Bachelor,Rural,13.5,81.7,SUV,2.9,129.6,2.2,12.4,1,0.32,7.8,7.0,5.8,7.2,1.5,6.0,0,Medium,54.7,17.4
42,48138.0,Master,Urban,33.5,171.2,Hatchback,6.1,238.2,5.6,4.1,1,0.26,4.8,8.3,6.0,6.4,2.1,4.6,0,Medium,147.8,37.9
49,43682.0,High School,Urban,18.4,101.1,Sedan,4.5,186.1,7.2,0.5,1,0.34,7.8,4.6,4.7,6.9,5.8,5.3,0,Medium,68.5,23.3
48,29051.0,High School,Suburban,38.7,212.4,Sedan,12.0,353.3,7.9,11.3,1,0.29,7.8,6.1,4.7,5.4,3.6,5.8,0,High,190.2,54.4
42,25162.0,Bachelor,Suburban,34.3,249.2,SUV,7.4,255.8,4.5,10.2,1,0.34,9.8,6.4,5.6,4.5,6.0,8.8,0,High,224.6,75.7
55,80958.0,High School,Suburban,26.0,135.0,Sedan,2.4,171.5,3.1,10.2,1,0.23,7.2,4.9,4.4,5.5,4.7,4.9,0,Low,86.5,19.9
46,40911.0,Bachelor,Urban,35.4,223.2,SUV,9.1,372.8,3.7,3.2,1,0.28,7.2,3.3,6.5,8.7,6.3,6.7,0,Medium,156.2,43.3
24,18954.0,Bachelor,Suburban,36.6,186.2,SUV,8.0,331.6,7.2,5.5,1,0.25,3.8,5.9,2.4,8.0,4.9,1.5,0,Low,117.4,29.6
60,59447.0,Master,Rural,42.2,293.9,SUV,9.1,386.5,5.1,11.9,0,0.31,8.1,4.1,8.9,3.2,4.3,6.7,0,High,297.4,93.2
42,19254.0,Bachelor,Urban,48.4,326.3,Hatchback,8.2,373.7,7.0,0.5,0,0.12,7.9,3.2,5.5,7.7,8.5,7.3,0,Medium,333.3,39.1
44,53035.0,PhD,Urban,48.1,343.9,Hatchback,11.2,392.7,7.9,5.7,0,0.1,4.6,8.2,5.8,4.5,3.5,7.4,0,High,301.0,28.9
32,64691.0,Bachelor,Suburban,34.4,243.8,Sedan,5.9,302.8,3.9,9.2,1,0.3,7.4,8.7,9.5,4.2,4.1,7.5,0,High,198.0,59.8
52,49840.0,Master,Urban,59.7,305.1,Sedan,8.5,516.2,6.0,4.5,1,0.29,9.6,6.1,8.4,4.2,6.9,8.7,1,High,247.3,71.1
37,24385.0,Bachelor,Suburban,5.0,32.0,Hatchback,4.8,64.3,3.7,5.9,1,0.2,6.2,6.3,5.9,7.6,5.0,4.9,1,Medium,28.0,5.6
24,11556.0,Master,Suburban,54.4,324.1,Sedan,11.9,360.8,2.8,25.3,0,0.31,7.2,5.3,3.8,8.7,3.7,5.3,0,Low,331.3,103.8
54,25664.0,Master,Suburban,29.7,149.8,Sedan,5.1,216.3,3.1,5.3,1,0.13,3.6,2.3,5.2,8.7,1.0,5.8,0,Low,105.4,14.2
67,150509.0,Master,Suburban,22.9,127.5,SUV,7.5,204.4,6.5,10.8,0,0.1,9.2,3.6,7.5,3.9,9.2,9.1,0,Medium,100.2,9.5
59,14056.0,High School,Urban,31.5,225.6,Sedan,4.8,200.0,5.5,5.3,1,0.18,7.1,7.5,6.3,7.9,4.7,5.2,1,High,178.6,32.1
26,74321.0,High School,Suburban,46.3,272.8,SUV,1.5,385.3,3.3,7.9,1,0.27,8.3,6.3,6.5,3.8,2.0,8.4,1,High,191.5,52.0
53,49701.0,Bachelor,Suburban,54.1,401.7,Hatchback,6.6,413.5,3.1,9.0,1,0.28,8.5,8.3,9.8,2.1,3.5,7.9,0,High,247.6,69.9
21,17850.0,High School,Suburban,16.1,86.8,SUV,9.0,204.8,1.6,8.9,0,0.32,8.6,4.3,5.7,2.7,7.4,7.2,0,High,87.9,28.0
28,40540.0,High School,Suburban,52.3,360.3,Truck,6.0,410.7,4.7,15.4,1,0.09,4.4,6.7,6.4,5.8,4.8,5.9,1,Medium,319.0,29.8
27,57063.0,Master,Urban,47.5,376.3,Sedan,2.5,397.2,5.7,5.3,1,0.28,7.7,9.1,8.9,2.1,7.4,7.8,1,High,330.3,93.5
51,56786.0,PhD,Urban,32.1,221.9,Sedan,3.9,274.6,9.0,3.6,1,0.35,7.3,6.7,8.2,5.4,4.1,9.4,0,High,133.9,46.3
67,25758.0,PhD,Urban,14.3,109.0,Sedan,6.8,155.1,7.1,5.1,1,0.17,6.0,7.8,5.9,9.9,3.9,5.7,0,High,77.1,13.0
51,41713.0,High School,Rural,27.6,139.8,SUV,9.6,229.0,7.4,4.9,0,0.28,5.8,8.2,9.4,3.8,2.8,8.2,0,High,88.5,25.1
49,28428.0,Master,Urban,46.8,315.0,Sedan,1.2,430.8,8.0,8.4,1,0.15,8.5,9.4,9.2,5.8,5.1,9.4,0,High,311.5,45.9
27,19638.0,Master,Urban,48.8,352.2,Hatchback,4.9,425.8,8.5,1.7,0,0.18,5.2,5.1,6.7,8.2,3.5,4.3,0,Medium,306.8,55.1
50,83815.0,Master,Rural,38.1,200.9,Sedan,4.3,317.8,3.3,12.7,0,0.12,8.3,4.3,9.5,2.9,2.7,9.9,0,High,172.4,20.9
62,27112.0,Bachelor,Urban,33.5,215.1,SUV,5.1,285.8,4.8,0.5,0,0.25,3.2,5.8,4.4,9.8,7.4,4.0,0,Low,209.6,51.6
46,39442.0,Bachelor,Urban,34.1,267.6,SUV,2.3,318.3,9.1,3.4,1,0.28,8.7,2.8,6.9,2.4,5.4,7.8,0,High,184.7,51.6
68,35406.0,High School,Urban,38.3,235.6,SUV,5.2,333.8,6.6,7.4,0,0.24,4.7,8.6,6.0,7.9,4.5,6.0,1,Medium,162.7,39.6
32,42953.0,Master,Suburban,44.4,253.4,SUV,3.9,408.6,5.4,5.1,0,0.29,7.1,6.5,7.9,3.0,1.0,7.1,0,High,198.9,57.0
64,68875.0,Master,Suburban,35.4,281.4,SUV,7.9,328.8,4.5,8.7,0,0.29,7.6,9.5,9.6,5.8,5.5,8.2,1,High,229.2,65.9
34,25081.0,Bachelor,Urban,11.9,62.4,SUV,8.6,161.8,7.8,7.5,1,0.16,8.4,7.8,8.3,2.9,4.2,7.4,0,High,43.4,6.9
60,25553.0,Master,Urban,60.9,443.2,Sedan,5.5,474.6,3.2,4.0,0,0.22,9.5,5.7,6.1,3.7,4.8,8.5,0,High,413.8,89.1
30,29868.0,Bachelor,Urban,24.7,139.3,Sedan,8.5,242.3,10.0,3.9,1,0.35,8.5,6.6,8.6,3.5,8.7,9.2,0,High,88.3,30.8
21,23134.0,Master,Urban,17.8,141.0,Sedan,4.6,142.7,7.3,5.8,1,0.13,7.7,4.2,9.5,4.8,8.4,9.4,0,High,89.9,11.5
64,10618.0,High School,Urban,28.8,182.5,Sedan,3.2,223.9,9.6,6.4,1,0.16,4.3,6.5,4.1,8.5,7.3,5.0,1,Medium,183.1,28.7
68,39619.0,Bachelor,Rural,30.3,177.8,Sedan,5.7,327.7,5.4,5.9,0,0.34,7.8,7.7,4.8,6.2,5.8,5.2,0,Medium,150.2,51.0
60,14541.0,High School,Urban,40.9,287.6,Sedan,7.0,225.4,7.5,7.4,0,0.25,5.0,7.7,5.4,6.4,6.6,4.4,0,Medium,173.5,43.5
27,24966.0,Master,Urban,51.5,264.9,Sedan,7.9,458.8,7.6,0.5,1,0.24,8.7,7.2,6.6,2.7,3.4,7.4,0,High,185.4,43.6
66,60899.0,Master,Suburban,59.3,466.6,Sedan,4.8,508.6,7.3,10.9,1,0.13,6.8,5.5,8.4,5.3,6.7,7.0,0,High,336.1,43.8
48,87591.0,High School,Urban,45.2,233.5,Hatchback,2.7,366.3,5.8,2.4,1,0.29,8.6,5.9,8.4,3.0,3.4,9.4,0,High,237.9,69.2
25,19811.0,Bachelor,Urban,63.3,410.6,Sedan,6.6,481.3,4.0,7.5,0,0.32,5.1,3.2,3.5,9.4,2.1,,1,Low,351.0,113.2
53,72676.0,High School,Rural,10.7,74.9,Sedan,0.0,123.1,4.3,10.8,0,0.18,8.1,6.6,5.9,4.0,2.6,6.3,0,High,63.0,11.6
